Подача;Куда ехать;Важная;В пути;Завершен;Время заказа;Время на заказе;На месте;Отмена;Время подачи;Принят;Время создания;Дата заказа;Деталировка поездки;Детское кресло;Затратный центр;Источник;Категории;Километраж;Количество;Компания;Координаты;Координаты куда;Кост Код;Купон;Купон (%);НДС;#;Опции;Ответственный;Подразделение;Подразделение;Позывной;Показывать номер;Примечание;Принят водителем;Причина отказа;Район;Район куда;Расчёт;Расчёт;СЛИП;Служебная информация;СМС;Создал;Способ оплаты;Статус;Тип;ТС;Цель поездки;ID;old_uuid
набережная Обводного канала, 93А;аэропорт Пулково, Международный аэропорт Пулково;;22.02.2018 15:27;22.02.2018 16:09;22.02.2018 15:24;0:41:28;22.02.2018 15:23;;0:04:40;22.02.2018 15:19;22.02.2018 15:19;22.02.2018 15:24;;0;;;4;;0;;30.3385941852,59.9170247884;30.269833,59.800097;;0;0;251,64;9720;0;;;;536178;;;;;;;0;22.02.2018 15:19;;;;;Наличные;Завершен;Яндекс;BMW 5er;;b8c7e6068fa44edda32bb1a707296fec;
Рядом с: набережная реки Фонтанки;До пункта: Московский проспект, 36;;22.02.2018 15:17;22.02.2018 15:28;22.02.2018 15:20;0:11:26;22.02.2018 15:17;;0:06:05;22.02.2018 15:11;22.02.2018 15:11;22.02.2018 15:20;;0;;;1;;0;;30.2827334286,59.9159864901;30.318326,59.915037;;0;0;26,82;9719;2048;;;;857178;;;;;;;0;22.02.2018 15:11;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;3c376aeb87e04d159b0afce25f78ca16;
набережная реки Фонтанки, 154;улица Восстания, 6А;;;22.02.2018 14:53;22.02.2018 15:08;14:53:47;;;14:53:41;;22.02.2018 14:53;22.02.2018 15:08;;0;;;4;;0;;30.2828377744,59.9159757315;30.358439,59.93351;;0;0;0;9717;0;;;;537178;;;;user;;;0;22.02.2018 14:53;;;;;Наличные;Отменен;Яндекс;BMW 5er;;443067fb8d434c89ab4add90ef61212f;
Рядом с: Фрунзенский район, муниципальный округ Балканский;До пункта: Пловдивская улица, 2;;22.02.2018 15:08;22.02.2018 15:21;22.02.2018 15:04;0:12:29;22.02.2018 15:05;;0:12:12;22.02.2018 14:53;22.02.2018 14:53;22.02.2018 15:04;;0;;;1;;0;;30.4204918895,59.8295566272;30.38087,59.840745;;0;0;28,08;9715;2048;;;;846197;;;;;;;0;22.02.2018 14:53;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;e85928d345d845ed9c31c8afda1d2ca2;
Батайский переулок, 6-8;улица Академика Лебедева, 14/2В;;22.02.2018 15:02;22.02.2018 15:46;22.02.2018 15:00;0:43:26;22.02.2018 14:58;;0:01:22;22.02.2018 14:56;22.02.2018 14:56;22.02.2018 15:00;;0;;;4;;0;;30.3209498102,59.9134450441;30.355232,59.962246;;0;0;137,88;9718;0;;;;537178;;;;;;;0;22.02.2018 14:56;;;;;Наличные;Завершен;Яндекс;BMW 5er;;0943caea827e4275bc290b3f30ef2cfd;
Садовая улица, 41;Садовая улица, 118;;22.02.2018 15:04;22.02.2018 15:11;22.02.2018 14:58;0:06:55;22.02.2018 14:57;;0:03:36;22.02.2018 14:53;22.02.2018 14:53;22.02.2018 14:58;;0;;;1;;0;;30.3159196371,59.9261971274;30.285828,59.917448;;0;0;26,46;9716;0;;;;857178;;;;;;;0;22.02.2018 14:53;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;62590a2f7eac4b729d43db6146cedfe2;
Рядом с: проспект Славы;До пункта: Малая Балканская улица, 42к3;;22.02.2018 14:43;22.02.2018 14:56;22.02.2018 14:42;0:13:15;22.02.2018 14:42;;0:06:11;22.02.2018 14:36;22.02.2018 14:36;22.02.2018 14:42;;0;;;1;;0;;30.371207255,59.8547184305;30.4006893607,59.8262292908;;0;0;34,92;9714;0;;;;846197;;;;;;;0;22.02.2018 14:36;;;;;Наличные;Завершен;Яндекс;Volkswagen Polo;;c28abc398da146599af136ac84d6dc83;
Московский проспект, 73к5, подъезд 17;Московский проспект, 7;;22.02.2018 14:43;22.02.2018 14:55;22.02.2018 14:40;0:12:27;22.02.2018 14:41;;0:10:21;22.02.2018 14:31;22.02.2018 14:30;22.02.2018 14:40;;0;;;1;;0;;30.312365,59.905317;30.317126,59.924641;;0;0;29,16;9713;2048;;;;857178;;;;;;;0;22.02.2018 14:30;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;22ff6c8819de440bbd5d09f3aa36905b;
Рядом с: проспект Космонавтов;До пункта: Московский проспект;;;22.02.2018 14:32;22.02.2018 14:28;14:32:53;;;14:24:28;22.02.2018 14:24;22.02.2018 14:24;22.02.2018 14:28;;0;;;1;;0;;30.34983165,59.85879622;30.320836,59.866261;;0;0;0;9712;0;;;;846197;;;;user;;;0;22.02.2018 14:24;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;dea88d7ee17d4043bb5f8f363cc2c6bf;
проспект Юрия Гагарина, 8;Большой проспект Петроградской стороны, 100;;22.02.2018 14:26;22.02.2018 15:45;22.02.2018 14:24;1:18:19;22.02.2018 14:22;;0:02:56;22.02.2018 14:19;22.02.2018 14:19;22.02.2018 14:24;;0;;;1;;0;;30.3409782634,59.8683046707;30.313047,59.966719;;0;0;113,94;9711;0;;;;190178;;;;;;;0;22.02.2018 14:19;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;7d6114cd5ff74998bdfdbe2bb3c153b5;
Рядом с: набережная реки Мойки, 92В;До пункта: Московский проспект, 25/1;;22.02.2018 14:19;22.02.2018 14:35;22.02.2018 14:18;0:15:55;22.02.2018 14:15;;0:08:09;22.02.2018 14:07;22.02.2018 14:07;22.02.2018 14:18;;0;;;1;;0;;30.2997846843,59.9298659402;30.317665,59.915585;;0;0;27,9;9710;2048;;;;857178;;;;;;;0;22.02.2018 14:07;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;8826cdee6b86419e881c14f98ccd28c2;
Варшавская улица, 23к3;Кузнецовская улица, 52к6;;22.02.2018 14:05;22.02.2018 14:16;22.02.2018 14:00;0:10:22;22.02.2018 13:59;;0:07:25;22.02.2018 13:52;22.02.2018 13:52;22.02.2018 14:00;;0;;;1;;0;;30.3121782915,59.8661781139;30.343303,59.87234;;0;0;29,52;9707;2048;;;;846197;;;;;;;0;22.02.2018 13:52;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;1e038458123e416b93c7e4f3da8016cb;
Рядом с: Большая Пушкарская улица, 5;До пункта: Галерная улица, 4, офис 6, Отель Делюкс;;22.02.2018 13:58;22.02.2018 14:10;22.02.2018 14:00;0:11:40;22.02.2018 13:57;;0:01:36;22.02.2018 13:56;22.02.2018 13:56;22.02.2018 14:00;;0;;;1;;0;;30.2975699259,59.95497908;30.3014551585,59.9344523333;;0;0;29,7;9709;0;;;;857178;;;;;;;0;22.02.2018 13:56;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;3c24b160a51544c8a215e35168e610ab;
Рядом с: улица Лизы Чайкиной;До пункта: Московский вокзал;;;22.02.2018 13:55;22.02.2018 13:58;13:55:16;;;13:54:59;;22.02.2018 13:54;22.02.2018 13:58;;0;;;1;;0;;30.2992163177,59.9559245397;30.362203,59.929781;;0;0;0;9708;4096;;;;857178;;угол ул. Лизы Чайкиной;;Reject: autocancel;;;0;22.02.2018 13:54;;;;;Наличные;Отменен;Яндекс;Hyundai Solaris;;3fc743e22fb14e23b314758fce12e056;
Барочная улица, 12;Съезжинская улица, 37;;22.02.2018 13:41;22.02.2018 13:55;22.02.2018 13:42;0:14:05;22.02.2018 13:41;;0:03:50;22.02.2018 13:37;22.02.2018 13:37;22.02.2018 13:42;;0;;;1;;0;;30.288002,59.969263;30.306157,59.953876;;0;0;27;9706;0;;;;857178;;;;;;;0;22.02.2018 13:37;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;828ed1e6c7d0431fa8a2c52232b554d5;
улица Правды, 10;улица Чайковского, 17;;22.02.2018 13:39;22.02.2018 14:12;22.02.2018 13:34;0:32:30;22.02.2018 13:32;;0:03:22;22.02.2018 13:28;22.02.2018 13:28;22.02.2018 13:34;;0;;;2;;0;;30.34301286,59.9237175832;30.347543,59.946324;;0;0;53,64;9705;0;;;;536178;;;;;;;0;22.02.2018 13:28;;;;;Наличные;Завершен;Яндекс;BMW 5er;;91afc2f54f2e4353ae6a1919d16c1a4e;
Рядом с: Варшавская улица, 19к5;Варшавская улица, 19к5;;22.02.2018 13:29;22.02.2018 13:52;22.02.2018 13:30;0:22:31;22.02.2018 13:29;;0:05:17;22.02.2018 13:23;22.02.2018 13:23;22.02.2018 13:30;;0;;;1;;0;;30.3108627622,59.873656299;30.310505,59.873735;;0;0;42,66;9704;2048;;;;846197;;;;;;;0;22.02.2018 13:23;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;2152d82ea6154bcd8f2e49e29a2242fa;
Рядом с: Московский район, улица Победы, 14;До пункта: улица Новостроек, 26;;;22.02.2018 13:20;22.02.2018 13:26;13:20:09;;;13:19:18;22.02.2018 13:19;22.02.2018 13:19;22.02.2018 13:26;;0;;;1;;0;;30.3181959029,59.8604837461;30.2718443915,59.8743593073;;0;0;0;9702;0;;;;846197;;;;user;;;0;22.02.2018 13:19;;;;;Наличные;Отменен;Яндекс;Volkswagen Polo;;ab84c36adad04840a2841902cba83fc7;
Рядом с: Большая Зеленина улица, 12;До пункта: Песочная набережная, 16;;22.02.2018 13:28;22.02.2018 13:36;22.02.2018 13:24;0:08:44;22.02.2018 13:26;;0:05:49;22.02.2018 13:21;22.02.2018 13:20;22.02.2018 13:24;;0;;;1;;0;;30.2921493336,59.9610341164;30.2942005591,59.9731125369;;0;0;19,44;9703;0;;;;857178;;;;;;;0;22.02.2018 13:20;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;455ea2f1b8dd4d1bb0c64501340506b7;
Рядом с: Лиговский проспект;До пункта: 8-я Советская улица, 4;;22.02.2018 13:26;22.02.2018 13:31;22.02.2018 13:24;0:04:33;22.02.2018 13:26;;0:07:54;22.02.2018 13:18;22.02.2018 13:18;22.02.2018 13:24;;0;;;2;;0;;30.3585204096,59.9272450816;30.370324,59.938027;;0;0;39,42;9701;2048;;;;844178;;;;;;;0;22.02.2018 13:18;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai i40;;53211109d4f346b382ad93950fd4166e;
Рядом с: Лиговский проспект, 145/2;До пункта: Невский проспект, 85;;22.02.2018 13:06;22.02.2018 13:16;22.02.2018 13:04;0:09:45;22.02.2018 13:05;;0:05:10;22.02.2018 13:00;22.02.2018 13:00;22.02.2018 13:04;;0;;;2;;0;;30.350950203,59.9163534496;30.3610957437,59.9302675765;;0;0;41,58;9700;2048;;;;844178;;;;;;;0;22.02.2018 13:00;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai i40;;d8fc3f3cbaac446fbcfa3b5e9cf1e9fc;
проспект Чернышевского, 17;проспект Юрия Гагарина, 8;;22.02.2018 13:09;22.02.2018 14:00;22.02.2018 13:02;0:50:56;22.02.2018 13:01;;0:04:02;22.02.2018 12:57;22.02.2018 12:57;22.02.2018 13:02;;0;;;1;;0;;30.3590084846,59.9445728827;30.34165,59.869115;;0;0;70,74;9699;4096;;;;190178;;;;;;;0;22.02.2018 12:57;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;532b0296a7de4c2da8756f80ab1695c0;
Рядом с: Межевой канал, 3к2;До пункта: площадь Чернышевского;;22.02.2018 13:04;22.02.2018 13:20;22.02.2018 12:50;0:16:00;22.02.2018 12:49;;0:04:14;22.02.2018 12:45;22.02.2018 12:45;22.02.2018 12:50;;0;;;1;;0;;30.2528795823,59.9109914103;30.316811,59.868857;;0;0;57,6;9698;2048;;;;846197;;;;;;;0;22.02.2018 12:45;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;408f7f3b0377419bb8f098f4c756b1a9;
Депутатская улица;5 линия, метро Чкаловская;;22.02.2018 12:38;22.02.2018 12:43;22.02.2018 12:38;0:04:46;22.02.2018 12:37;;0:03:12;22.02.2018 12:33;22.02.2018 12:33;22.02.2018 12:38;;0;;;1;;0;;30.2758974974,59.9741976429;30.292099,59.960985;;0;0;18,36;9697;2048;;;;857178;;;;;;;0;22.02.2018 12:33;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;4cbfe532f6f34d6986adad595915825a;
Рядом с: 3-я линия Васильевского острова, 46;До пункта: Константиновский проспект, 23;;22.02.2018 12:20;22.02.2018 12:34;22.02.2018 12:20;0:14:01;22.02.2018 12:19;;0:03:07;22.02.2018 12:16;22.02.2018 12:16;22.02.2018 12:20;;0;;;1;;0;;30.2813283673,59.9461615981;30.2680942655,59.9738140043;;0;0;32,4;9696;0;;;;857178;;;;;;;0;22.02.2018 12:16;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;f97b81fc8bf64829b886ea682764e56e;
Рядом с: улица Блохина, 18;До пункта: 3-я линия Васильевского острова, 56;;22.02.2018 12:11;22.02.2018 12:18;22.02.2018 12:08;0:07:15;22.02.2018 12:07;;0:03:43;22.02.2018 12:04;22.02.2018 12:03;22.02.2018 12:08;;0;;;1;;0;;30.2990941414,59.9520141565;30.2798776388,59.9477402142;;0;0;19,62;9695;2048;;;;857178;;;;;;;0;22.02.2018 12:03;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;8b6e15d1b7194cb1899a261d4af45f1f;
Пугоревский проезд, 1к3;Санкт-Петербург, Фурштатская улица, 52, Дворец бракосочетания № 2;;22.02.2018 12:04;22.02.2018 12:48;22.02.2018 11:58;0:44:43;22.02.2018 11:59;;0:09:12;22.02.2018 11:49;22.02.2018 11:49;22.02.2018 11:58;;0;;;1;;0;;30.6321394075,60.0481782342;30.364872,59.945337;;0;0;120,96;9694;2048;;;;190178;;;;;;;0;22.02.2018 11:49;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;5c7f628e00f443678d5ce19e3957dbd2;
Рядом с: Дровяная улица;До пункта: Лиговский проспект, 30, ТРЦ Галерея;;;22.02.2018 11:40;22.02.2018 11:46;11:40:43;;;11:36:53;22.02.2018 11:37;22.02.2018 11:36;22.02.2018 11:46;;0;;;4;;0;;30.2923407778,59.9114328111;30.360291,59.927278;;300;0;0;9693;7168;;;;537178;;;;user;;;0;22.02.2018 11:36;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;da7d82e11b5143c69a661bb5e8dc1408;
Товарный переулок;Малая Морская улица, 18;;;22.02.2018 11:11;22.02.2018 11:18;11:11:51;;;11:09:05;22.02.2018 11:09;22.02.2018 11:09;22.02.2018 11:18;;0;;;1;;0;;30.3677305201,59.9240717567;30.3099792043,59.9342836384;;0;0;0;9692;6144;;;;846197;;;;user;;;0;22.02.2018 11:09;;;;;Безналичные;Отменен;Яндекс.Безналичный;Volkswagen Polo;;8fae1b7728004639a0d69d14398275bf;
Рядом с: Индустриальный проспект;До пункта: Всеволожск, шоссе Дорога Жизни, 7-й километр, 6, Лента;;22.02.2018 11:27;22.02.2018 11:48;22.02.2018 11:16;0:21:13;22.02.2018 11:19;;0:13:46;22.02.2018 11:06;22.02.2018 11:05;22.02.2018 11:16;;0;;;1;;0;;30.4570774344,59.968313416;30.60553,60.021764;;0;0;69,84;9691;2048;;;;190178;;;;;;;0;22.02.2018 11:05;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;ddf612b210d845c59531878f7b681e00;
Екатерининский проспект, 2;шоссе Революции, 86;;22.02.2018 10:57;22.02.2018 11:12;22.02.2018 10:54;0:14:34;22.02.2018 10:50;;0:03:00;22.02.2018 10:47;22.02.2018 10:47;22.02.2018 10:54;;0;;;1;;0;;30.4360348431,59.9773337125;30.4553092961,59.9616073267;;0;0;24,12;9688;2048;;;;190178;;;;;;;0;22.02.2018 10:47;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;7aaa252f8c8f436388a5b96ca410ccc8;
Дегтярный переулок, 24;Невский проспект, 174;;22.02.2018 10:59;22.02.2018 11:08;22.02.2018 10:54;0:09:07;22.02.2018 10:56;;0:06:27;22.02.2018 10:49;22.02.2018 10:49;22.02.2018 10:54;;0;;;1;;0;;30.3815122123,59.9399176792;30.379738,59.925913;;0;0;26,64;9690;2048;;;;846197;;;;;;;0;22.02.2018 10:49;;;;;Безналичные;Завершен;Яндекс.Безналичный;Volkswagen Polo;;89df3c85279d4d81b379d2f9fd1851c9;
Рядом с: улица Чапыгина;До пункта: улица Блохина, 9;;22.02.2018 10:50;22.02.2018 11:03;22.02.2018 10:52;0:12:14;22.02.2018 10:50;;0:02:01;22.02.2018 10:48;22.02.2018 10:48;22.02.2018 10:52;;0;;;1;;0;;30.3087541405,59.9731633059;30.302807649,59.9513388808;;0;0;30,42;9689;6144;;;;857178;;;;;;;0;22.02.2018 10:48;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;d6735f1fb1c0449883cad0458adc6ffd;
Каменноостровский проспект, 37;Инструментальная улица, 3Г;;22.02.2018 10:39;22.02.2018 10:45;22.02.2018 10:38;0:06:09;22.02.2018 10:36;;0:03:47;22.02.2018 10:32;22.02.2018 10:32;22.02.2018 10:38;;0;;;1;;0;;30.311439,59.9665;30.3239240449,59.9738613853;;0;0;16,92;9687;2048;;;;857178;;;;;;;0;22.02.2018 10:32;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;02ad137b84d84127963f1a5acedc8b15;
Гжатская улица, 22к2, подъезд 1;Екатерининский проспект, 2;;22.02.2018 10:23;22.02.2018 10:46;22.02.2018 10:22;0:23:18;22.02.2018 10:23;;0:05:40;22.02.2018 10:17;22.02.2018 10:17;22.02.2018 10:22;;0;;;1;;0;;30.38661,60.010731;30.436638,59.977976;;0;0;52,56;9686;0;;;;190178;;заехать внутрь двора( через шлагбаум, который находится между 2 и 3 корпусами);;;;;0;22.02.2018 10:17;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;4988b67f340c43a2b6105ac6eedc94d5;
проспект Медиков, 10к2;проспект Медиков, 10к2;;22.02.2018 10:08;22.02.2018 10:25;22.02.2018 10:02;0:16:49;22.02.2018 10:01;;0:03:30;22.02.2018 9:57;22.02.2018 9:57;22.02.2018 10:02;;0;;;1;;0;;30.3151058469,59.9740336976;30.3150880166,59.9740498916;;0;0;48,96;9685;2048;;;;857178;;;;;;;0;22.02.2018 9:57;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;bf754883ea8346588cb75aa93a8aef9c;
проспект Маршала Блюхера, 8к1;Невский проспект, 114-116, Стокманн;;;22.02.2018 9:48;22.02.2018 10:02;9:48:00;;;9:47:14;22.02.2018 9:47;22.02.2018 9:47;22.02.2018 10:02;;0;;;1;;0;;30.3698853838,59.9841418833;30.35872,59.931652;;0;0;0;9683;2048;;;;190178;;;;user;;;0;22.02.2018 9:47;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai Solaris;;48425417a77947c1bacd1578abc931cb;
Рядом с: 2-й Муринский проспект, 35;До пункта: Политехническая улица, 29А;;22.02.2018 9:55;22.02.2018 10:04;22.02.2018 9:56;0:09:13;22.02.2018 9:54;;0:05:54;22.02.2018 9:48;22.02.2018 9:48;22.02.2018 9:56;;0;;;1;;0;;30.3485641636,59.9999991459;30.3839379692,60.0068116214;;0;0;27,54;9684;2048;;;;190178;;;;;;;0;22.02.2018 9:48;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;501ccd3399ac4af4817407c27bb32d4c;
Шпалерная улица, 6;Аптекарская набережная, 20;;22.02.2018 9:37;22.02.2018 9:55;22.02.2018 9:36;0:17:28;22.02.2018 9:35;;0:06:17;22.02.2018 9:29;22.02.2018 9:29;22.02.2018 9:36;;0;;;1;;0;;30.3440559055,59.9484414237;30.315464,59.978246;;0;0;48,06;9682;0;;;;857178;;;;;;;0;22.02.2018 9:29;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;21cec0f35a3c49499d34d4b88fadd9e6;
Рядом с: Приморский проспект, 52к1;До пункта: Новороссийская улица, 50;;22.02.2018 9:29;22.02.2018 9:49;22.02.2018 9:26;0:19:26;22.02.2018 9:21;;0:08:24;22.02.2018 9:13;22.02.2018 9:12;22.02.2018 9:26;;0;;;1;;0;;30.2376502359,59.9835827852;30.358727,59.994405;;0;0;66,78;9681;2048;;;;190178;;;;;;;0;22.02.2018 9:12;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;c933cfed836f4b89b3ce28277f77e46b;
